scenario_id,machine_id,family,cycle,timestamp,load,sensor_reading,wear_index,health_index,quality_prob,quality_defect,failed_flag,RUL
S0,Motor_01,rotary,44,44.0,1.0809,1.144926,0.099002,0.900998,0.005388,0,0,266
S0,Motor_01,rotary,45,45.0,1.2072,1.155118,0.102205,0.897795,0.005427,0,0,265
S0,Motor_01,rotary,46,46.0,0.9146,1.074069,0.104049,0.895951,0.005451,0,0,264
S0,Motor_01,rotary,47,47.0,1.0093,1.152658,0.106299,0.893701,0.00548,0,0,263
S0,Motor_01,rotary,48,48.0,1.07,1.05739,0.108832,0.891168,0.005516,0,0,262
S0,Motor_01,rotary,49,49.0,1.1216,0.907463,0.111622,0.888378,0.005556,0,0,261
S0,Motor_01,rotary,50,50.0,0.7947,0.857222,0.113026,0.886974,0.005578,0,0,260
S0,Motor_01,rotary,51,51.0,0.8992,1.107165,0.114825,0.885175,0.005606,0,0,259
S0,Motor_01,rotary,52,52.0,1.1166,1.101485,0.117605,0.882395,0.005651,0,0,258
S0,Motor_01,rotary,53,53.0,1.092,1.400556,0.120271,0.879729,0.005696,0,0,257
S0,Motor_01,rotary,54,54.0,1.1816,1.179165,0.123399,0.876601,0.005752,0,0,256
S0,Motor_01,rotary,55,55.0,0.8622,1.065777,0.125069,0.874931,0.005783,0,0,255
S0,Motor_01,rotary,56,56.0,0.9775,1.271411,0.127219,0.872781,0.005824,0,0,254
S0,Motor_01,rotary,57,57.0,1.3143,1.254124,0.131113,0.868887,0.005902,0,0,253
S0,Motor_01,rotary,58,58.0,1.3229,1.182683,0.135072,0.864928,0.005986,0,0,252
S0,Motor_01,rotary,59,59.0,0.8489,1.089246,0.136708,0.863292,0.006022,0,0,251
S0,Motor_01,rotary,60,60.0,1.1609,1.347121,0.139772,0.860228,0.006092,0,0,250
S0,Motor_01,rotary,61,61.0,1.1167,1.242417,0.142615,0.857385,0.00616,0,0,249
S0,Motor_01,rotary,62,62.0,0.872,1.102485,0.144352,0.855648,0.006203,0,0,248
S0,Motor_01,rotary,63,63.0,1.1956,1.283001,0.147624,0.852376,0.006287,0,0,247
S0,Motor_01,rotary,64,64.0,1.3515,1.364868,0.151816,0.848184,0.0064,0,0,246
S0,Motor_01,rotary,65,65.0,0.9128,1.171853,0.153735,0.846265,0.006453,0,0,245
S0,Motor_01,rotary,66,66.0,1.0299,1.29932,0.156183,0.843817,0.006524,0,0,244
S0,Motor_01,rotary,67,67.0,0.9639,1.234416,0.158331,0.841669,0.006588,0,0,243
S0,Motor_01,rotary,68,68.0,1.159,1.539129,0.161443,0.838557,0.006683,0,0,242
S0,Motor_01,rotary,69,69.0,0.8634,1.273129,0.163175,0.836825,0.006738,0,0,241
S0,Motor_01,rotary,70,70.0,0.9826,1.234456,0.165421,0.834579,0.006811,0,0,240
S0,Motor_01,rotary,71,71.0,0.8402,1.049101,0.167067,0.832933,0.006865,0,0,239
S0,Motor_01,rotary,72,72.0,1.2797,1.31261,0.170889,0.829111,0.006996,0,0,238
S0,Motor_01,rotary,73,73.0,1.3072,1.495112,0.174891,0.825109,0.00714,0,0,237
S0,Motor_01,rotary,74,74.0,0.7166,1.106585,0.176097,0.823903,0.007184,0,0,236
S0,Motor_01,rotary,75,75.0,1.3862,1.569174,0.180617,0.819383,0.007357,0,0,235
S0,Motor_01,rotary,76,76.0,0.9438,1.465404,0.182721,0.817279,0.00744,0,0,234
S0,Motor_01,rotary,77,77.0,0.7648,1.233567,0.184104,0.815896,0.007496,0,0,233
S0,Motor_01,rotary,78,78.0,1.3398,1.597924,0.188356,0.811644,0.007673,0,0,232
S0,Motor_01,rotary,79,79.0,0.7742,1.449062,0.18978,0.81022,0.007734,0,0,231
S0,Motor_01,rotary,80,80.0,1.3853,1.661527,0.194347,0.805653,0.007936,0,0,230
S0,Motor_01,rotary,81,81.0,0.8551,1.391589,0.196093,0.803907,0.008016,0,0,229
S0,Motor_01,rotary,82,82.0,1.0653,1.531236,0.198808,0.801192,0.008143,0,0,228
S0,Motor_01,rotary,83,83.0,0.8563,1.308103,0.200566,0.799434,0.008227,0,0,227
S0,Motor_01,rotary,84,84.0,1.3121,1.703991,0.204699,0.795301,0.008431,0,0,226
S0,Motor_01,rotary,85,85.0,0.9292,1.388616,0.206779,0.793221,0.008537,0,0,225
S0,Motor_01,rotary,86,86.0,1.3949,1.694937,0.211475,0.788525,0.008783,0,0,224
S0,Motor_01,rotary,87,87.0,1.1319,1.580773,0.214579,0.785421,0.008952,0,0,223
S0,Motor_01,rotary,88,88.0,0.808,1.339651,0.216165,0.783835,0.00904,0,0,222
S0,Motor_01,rotary,89,89.0,0.7742,1.513752,0.217623,0.782377,0.009123,0,0,221
S0,Motor_01,rotary,90,90.0,0.8244,1.483999,0.219279,0.780721,0.009217,0,0,220
S0,Motor_01,rotary,91,91.0,0.7988,1.433211,0.220835,0.779165,0.009308,0,0,219
S0,Motor_01,rotary,92,92.0,0.7764,1.435192,0.222306,0.777694,0.009395,0,0,218
S0,Motor_01,rotary,93,93.0,0.9377,1.630616,0.224456,0.775544,0.009523,0,0,217
S0,Motor_01,rotary,94,94.0,1.3883,1.613069,0.229176,0.770824,0.009815,0,0,216
S0,Motor_01,rotary,95,95.0,0.8741,1.699543,0.231054,0.768946,0.009934,0,0,215
S0,Motor_01,rotary,96,96.0,1.3754,2.075108,0.235712,0.764288,0.010238,0,0,214
S0,Motor_01,rotary,97,97.0,1.1555,1.632739,0.239012,0.760988,0.010462,0,0,213
S0,Motor_01,rotary,98,98.0,1.142,1.643421,0.242243,0.757757,0.010686,0,0,212
S0,Motor_01,rotary,99,99.0,0.9108,1.615208,0.244305,0.755695,0.010833,1,0,211
S0,Motor_01,rotary,100,100.0,0.7303,1.58966,0.245632,0.754368,0.010928,0,0,210
S0,Motor_01,rotary,101,101.0,1.1322,1.693635,0.248825,0.751175,0.011162,0,0,209
S0,Motor_01,rotary,102,102.0,1.3182,1.831852,0.253166,0.746834,0.01149,0,0,208
S0,Motor_01,rotary,103,103.0,0.8111,1.583211,0.254815,0.745185,0.011618,0,0,207
S0,Motor_01,rotary,104,104.0,1.2625,1.969188,0.258815,0.741185,0.011935,0,0,206
S0,Motor_01,rotary,105,105.0,0.7005,1.784001,0.26005,0.73995,0.012034,0,0,205
S0,Motor_01,rotary,106,106.0,1.3361,1.876642,0.264549,0.735451,0.012406,0,0,204
S0,Motor_01,rotary,107,107.0,1.0687,1.901184,0.267437,0.732563,0.012651,0,0,203
S0,Motor_01,rotary,108,108.0,1.3662,1.890437,0.272169,0.727831,0.013064,0,0,202
S0,Motor_01,rotary,109,109.0,0.9454,1.542049,0.274443,0.725557,0.013268,0,0,201
S0,Motor_01,rotary,110,110.0,0.7466,1.626088,0.275864,0.724136,0.013397,0,0,200
S0,Motor_01,rotary,111,111.0,0.7937,1.814192,0.277471,0.722529,0.013545,0,0,199
S0,Motor_01,rotary,112,112.0,0.8597,1.666629,0.27936,0.72064,0.013721,0,0,198
S0,Motor_01,rotary,113,113.0,1.0121,2.11209,0.281981,0.718019,0.013968,0,0,197
S0,Motor_01,rotary,114,114.0,0.7245,1.802578,0.283327,0.716673,0.014097,0,0,196
S0,Motor_01,rotary,115,115.0,0.8421,1.788228,0.285147,0.714853,0.014274,0,0,195
S0,Motor_01,rotary,116,116.0,0.8714,1.912051,0.287098,0.712902,0.014466,0,0,194
S0,Motor_01,rotary,117,117.0,1.0545,2.115815,0.289961,0.710039,0.014752,0,0,193
S0,Motor_01,rotary,118,118.0,0.7267,1.650751,0.291323,0.708677,0.01489,0,0,192
S0,Motor_01,rotary,119,119.0,1.2871,1.982708,0.295602,0.704398,0.015332,0,0,191
S0,Motor_01,rotary,120,120.0,0.8211,1.855693,0.297348,0.702652,0.015516,0,0,190
S0,Motor_01,rotary,121,121.0,1.3029,2.03886,0.301753,0.698247,0.01599,0,0,189
S0,Motor_01,rotary,122,122.0,1.4,2.249904,0.306856,0.693144,0.016558,0,0,188
S0,Motor_01,rotary,123,123.0,1.0456,2.082607,0.309714,0.690286,0.016883,0,0,187
S0,Motor_01,rotary,124,124.0,1.2921,2.314316,0.314087,0.685913,0.017394,0,0,186
S0,Motor_01,rotary,125,125.0,0.7943,2.074356,0.315746,0.684254,0.017591,0,0,185
S0,Motor_01,rotary,126,126.0,0.7865,1.785127,0.317373,0.682627,0.017787,0,0,184
S0,Motor_01,rotary,127,127.0,0.744,2.073631,0.318832,0.681168,0.017964,0,0,183
S0,Motor_01,rotary,128,128.0,1.1252,2.060888,0.322171,0.677829,0.018376,0,0,182
S0,Motor_01,rotary,129,129.0,1.0441,2.051956,0.325054,0.674946,0.018738,0,0,181
S0,Motor_01,rotary,130,130.0,1.2891,2.152586,0.329458,0.670542,0.019304,0,0,180
S0,Motor_01,rotary,131,131.0,0.838,2.125226,0.331325,0.668675,0.019549,0,0,179
S0,Motor_01,rotary,132,132.0,0.7906,2.161997,0.33299,0.66701,0.019769,0,0,178
S0,Motor_01,rotary,133,133.0,1.1385,2.102216,0.336445,0.663555,0.020234,0,0,177
S0,Motor_01,rotary,134,134.0,1.0157,2.163141,0.339202,0.660798,0.020611,0,0,176
S0,Motor_01,rotary,135,135.0,1.2097,2.2678,0.343122,0.656878,0.021159,0,0,175
S0,Motor_01,rotary,136,136.0,0.7866,2.186746,0.344784,0.655216,0.021395,0,0,174
S0,Motor_01,rotary,137,137.0,1.3444,2.433845,0.349645,0.650355,0.022098,0,0,173
S0,Motor_01,rotary,138,138.0,0.7542,2.188576,0.351181,0.648819,0.022324,0,0,172
S0,Motor_01,rotary,139,139.0,1.2772,2.41019,0.355589,0.644411,0.022985,0,0,171
S0,Motor_01,rotary,140,140.0,1.0796,2.423299,0.358749,0.641251,0.023468,0,0,170
S0,Motor_01,rotary,141,141.0,0.8568,2.258171,0.360744,0.639256,0.023778,0,0,169
S0,Motor_01,rotary,142,142.0,0.7949,2.126195,0.362463,0.637537,0.024048,0,0,168
S0,Motor_01,rotary,143,143.0,1.3619,2.325275,0.367517,0.632483,0.024856,0,0,167
S0,Motor_01,rotary,144,144.0,1.1379,2.50907,0.371059,0.628941,0.025436,0,0,166
S0,Motor_01,rotary,145,145.0,0.7544,2.378744,0.37262,0.62738,0.025695,0,0,165
S0,Motor_01,rotary,146,146.0,0.8311,2.377644,0.374516,0.625484,0.026012,0,0,164
S0,Motor_01,rotary,147,147.0,0.7463,2.363708,0.376047,0.623953,0.026271,0,0,163
S0,Motor_01,rotary,148,148.0,1.0088,2.574447,0.378848,0.621152,0.02675,0,0,162
S0,Motor_01,rotary,149,149.0,1.1859,2.465064,0.382726,0.617274,0.027425,0,0,161
S0,Motor_01,rotary,150,150.0,0.9027,2.352224,0.38498,0.61502,0.027823,0,0,160
S0,Motor_01,rotary,151,151.0,0.7201,2.408197,0.386416,0.613584,0.028079,0,0,159
S0,Motor_01,rotary,152,152.0,1.2482,2.533397,0.390736,0.609264,0.028862,0,0,158
S0,Motor_01,rotary,153,153.0,0.7988,2.299997,0.392511,0.607489,0.029189,1,0,157
S0,Motor_01,rotary,154,154.0,1.399,2.642521,0.397962,0.602038,0.030211,0,0,156
S0,Motor_01,rotary,155,155.0,1.1939,2.574984,0.401947,0.598053,0.030976,0,0,155
S0,Motor_01,rotary,156,156.0,0.9667,2.554694,0.404567,0.595433,0.031487,0,0,154
S0,Motor_01,rotary,157,157.0,0.7067,2.42389,0.40597,0.59403,0.031764,0,0,153
S0,Motor_01,rotary,158,158.0,0.891,2.45364,0.408203,0.591797,0.032207,0,0,152
S0,Motor_01,rotary,159,159.0,0.8385,2.756645,0.410183,0.589817,0.032605,0,0,151
S0,Motor_01,rotary,160,160.0,1.1174,2.697692,0.413705,0.586295,0.033322,0,0,150
S0,Motor_01,rotary,161,161.0,0.8881,2.711683,0.415934,0.584066,0.033783,0,0,149
S0,Motor_01,rotary,162,162.0,1.3135,2.661968,0.42082,0.57918,0.034809,0,0,148
S0,Motor_01,rotary,163,163.0,1.3056,2.699967,0.425664,0.574336,0.03585,1,0,147
S0,Motor_01,rotary,164,164.0,0.8688,2.588956,0.427816,0.572184,0.036321,0,0,146
S0,Motor_01,rotary,165,165.0,0.8262,2.409633,0.429766,0.570234,0.036751,0,0,145
S0,Motor_01,rotary,166,166.0,1.2442,2.770482,0.434192,0.565808,0.037742,0,0,144
S0,Motor_01,rotary,167,167.0,1.1166,2.716106,0.437769,0.562231,0.038558,0,0,143
S0,Motor_01,rotary,168,168.0,1.0496,2.784161,0.440936,0.559064,0.039292,0,0,142
S0,Motor_01,rotary,169,169.0,1.1358,2.801393,0.444654,0.555346,0.040166,0,0,141
S0,Motor_01,rotary,170,170.0,0.7539,2.574116,0.446296,0.553704,0.040557,0,0,140
S0,Motor_01,rotary,171,171.0,0.8704,2.526408,0.448488,0.551512,0.041084,0,0,139
S0,Motor_01,rotary,172,172.0,0.7533,2.646656,0.450132,0.549868,0.041482,0,0,138
S0,Motor_01,rotary,173,173.0,0.7012,2.716646,0.451558,0.548442,0.04183,0,0,137
S0,Motor_01,rotary,174,174.0,0.804,2.587319,0.453434,0.546566,0.042291,0,0,136
S0,Motor_01,rotary,175,175.0,1.1551,2.930267,0.457313,0.542687,0.043256,0,0,135
S0,Motor_01,rotary,176,176.0,0.7571,2.582268,0.458983,0.541017,0.043677,0,0,134
S0,Motor_01,rotary,177,177.0,1.3897,3.05246,0.464619,0.535381,0.045119,0,0,133
S0,Motor_01,rotary,178,178.0,1.003,2.840398,0.467565,0.532435,0.045887,0,0,132
S0,Motor_01,rotary,179,179.0,1.1549,2.877893,0.47148,0.52852,0.046923,0,0,131
S0,Motor_01,rotary,180,180.0,1.134,2.93999,0.475265,0.524735,0.04794,0,0,130
S0,Motor_01,rotary,181,181.0,0.8914,2.653583,0.477609,0.522391,0.048579,0,0,129
S0,Motor_01,rotary,182,182.0,1.3755,2.995512,0.4832,0.5168,0.050127,0,0,128
S0,Motor_01,rotary,183,183.0,0.9206,2.976634,0.485714,0.514286,0.050836,0,0,127
S0,Motor_01,rotary,184,184.0,1.1272,2.887512,0.489489,0.510511,0.051913,0,0,126
S0,Motor_01,rotary,185,185.0,1.1959,3.003763,0.49375,0.50625,0.053148,0,0,125
S0,Motor_01,rotary,186,186.0,1.1777,3.068324,0.497893,0.502107,0.054371,0,0,124
S0,Motor_01,rotary,187,187.0,1.3738,3.22652,0.503547,0.496453,0.056072,0,0,123
S0,Motor_01,rotary,188,188.0,0.771,2.769458,0.505335,0.494665,0.056618,0,0,122
S0,Motor_01,rotary,189,189.0,1.1257,3.109982,0.50915,0.49085,0.057796,0,0,121
S0,Motor_01,rotary,190,190.0,0.8778,2.809523,0.511476,0.488524,0.058522,0,0,120
S0,Motor_01,rotary,191,191.0,0.9866,3.075845,0.514418,0.485582,0.059451,0,0,119
S0,Motor_01,rotary,192,192.0,1.3523,3.225525,0.519958,0.480042,0.061229,0,0,118
S0,Motor_01,rotary,193,193.0,1.1057,3.256715,0.523674,0.476326,0.062444,0,0,117
S0,Motor_01,rotary,194,194.0,0.7483,2.862501,0.525381,0.474619,0.063007,0,0,116
S0,Motor_01,rotary,195,195.0,1.396,3.388138,0.531326,0.468674,0.064999,0,0,115
S0,Motor_01,rotary,196,196.0,0.916,3.114261,0.533896,0.466104,0.065874,0,0,114
S0,Motor_01,rotary,197,197.0,0.8021,3.091893,0.53587,0.46413,0.066551,0,0,113
S0,Motor_01,rotary,198,198.0,1.1063,3.106928,0.539629,0.460371,0.067856,0,0,112
S0,Motor_01,rotary,199,199.0,0.9136,3.110662,0.542199,0.457801,0.068758,0,0,111
S0,Motor_01,rotary,200,200.0,1.0519,3.020837,0.545612,0.454388,0.06997,0,0,110
S0,Motor_01,rotary,201,201.0,1.3918,3.382263,0.5516,0.4484,0.072133,1,0,109
S0,Motor_01,rotary,202,202.0,1.0454,3.406106,0.554992,0.445008,0.073379,0,0,108
S0,Motor_01,rotary,203,203.0,1.3838,3.547086,0.560947,0.439053,0.075603,0,0,107
S0,Motor_01,rotary,204,204.0,1.3329,3.512063,0.566493,0.433507,0.077718,0,0,106
S0,Motor_01,rotary,205,205.0,1.008,3.213434,0.569676,0.430324,0.078951,0,0,105
S0,Motor_01,rotary,206,206.0,0.7024,3.204105,0.571225,0.428775,0.079556,0,0,104
S0,Motor_01,rotary,207,207.0,1.2146,3.544179,0.575861,0.424139,0.081386,0,0,103
S0,Motor_01,rotary,208,208.0,0.9034,3.335773,0.578434,0.421566,0.082414,0,0,102
S0,Motor_01,rotary,209,209.0,1.332,3.513378,0.584034,0.415966,0.084685,0,0,101
S0,Motor_01,rotary,210,210.0,1.3079,3.448756,0.589454,0.410546,0.086924,0,0,100
S0,Motor_01,rotary,211,211.0,1.0479,3.393863,0.592944,0.407056,0.088388,0,0,99
S0,Motor_01,rotary,212,212.0,1.0179,3.218673,0.596245,0.403755,0.089788,0,0,98
S0,Motor_01,rotary,213,213.0,1.1305,3.507646,0.600324,0.399676,0.09154,0,0,97
S0,Motor_01,rotary,214,214.0,1.0139,3.473106,0.603615,0.396385,0.092971,0,0,96
S0,Motor_01,rotary,215,215.0,0.8677,3.532585,0.606029,0.393971,0.094031,0,0,95
S0,Motor_01,rotary,216,216.0,0.8184,3.427779,0.608181,0.391819,0.094982,0,0,94
S0,Motor_01,rotary,217,217.0,0.8538,3.382574,0.610526,0.389474,0.096027,0,0,93
S0,Motor_01,rotary,218,218.0,1.1651,3.715252,0.614898,0.385102,0.097997,0,0,92
S0,Motor_01,rotary,219,219.0,0.7807,3.542246,0.616866,0.383134,0.098893,0,0,91
S0,Motor_01,rotary,220,220.0,1.3334,3.755503,0.622616,0.377384,0.101543,0,0,90
S0,Motor_01,rotary,221,221.0,0.7607,3.660789,0.624494,0.375506,0.102419,0,0,89
S0,Motor_01,rotary,222,222.0,1.1324,3.651791,0.628661,0.371339,0.104382,0,0,88
S0,Motor_01,rotary,223,223.0,1.1773,3.699402,0.633176,0.366824,0.106539,0,0,87
S0,Motor_01,rotary,224,224.0,0.7348,3.579409,0.634939,0.365061,0.10739,0,0,86
S0,Motor_01,rotary,225,225.0,1.1971,3.914102,0.639625,0.360375,0.109673,0,0,85
S0,Motor_01,rotary,226,226.0,1.3985,3.809237,0.646038,0.353962,0.112854,0,0,84
S0,Motor_01,rotary,227,227.0,0.9941,3.58462,0.649292,0.350708,0.114491,0,0,83
S0,Motor_01,rotary,228,228.0,0.865,3.771591,0.65176,0.34824,0.115745,0,0,82
S0,Motor_01,rotary,229,229.0,1.0358,3.850159,0.655304,0.344696,0.117561,1,0,81
S0,Motor_01,rotary,230,230.0,0.7365,3.553016,0.657099,0.342901,0.118489,0,0,80
S0,Motor_01,rotary,231,231.0,0.9709,3.686632,0.660224,0.339776,0.120115,0,0,79
S0,Motor_01,rotary,232,232.0,1.1056,3.670219,0.664282,0.335718,0.122251,0,0,78
S0,Motor_01,rotary,233,233.0,0.9941,3.773632,0.667572,0.332428,0.124002,0,0,77
S0,Motor_01,rotary,234,234.0,1.2754,3.88349,0.672998,0.327002,0.126927,0,0,76
S0,Motor_01,rotary,235,235.0,1.3336,4.032633,0.678949,0.321051,0.13019,0,0,75
S0,Motor_01,rotary,236,236.0,0.9059,3.86923,0.681704,0.318296,0.131721,0,0,74
S0,Motor_01,rotary,237,237.0,1.3411,4.097903,0.687753,0.312247,0.135124,1,0,73
S0,Motor_01,rotary,238,238.0,1.1635,4.154172,0.692323,0.307677,0.137735,1,0,72
S0,Motor_01,rotary,239,239.0,0.8774,3.917905,0.694928,0.305072,0.139239,1,0,71
S0,Motor_01,rotary,240,240.0,0.9318,3.886706,0.697871,0.302129,0.140952,0,0,70
S0,Motor_01,rotary,241,241.0,1.1534,4.09622,0.702389,0.297611,0.14361,0,0,69
S0,Motor_01,rotary,242,242.0,0.8186,3.808325,0.70467,0.29533,0.144965,0,0,68
S0,Motor_01,rotary,243,243.0,1.2316,4.077503,0.709842,0.290158,0.148069,0,0,67
S0,Motor_01,rotary,244,244.0,0.8385,3.844688,0.712246,0.287754,0.149527,0,0,66
S0,Motor_01,rotary,245,245.0,1.377,4.048643,0.718739,0.281261,0.153516,0,0,65
S0,Motor_01,rotary,246,246.0,1.2255,4.223248,0.723902,0.276098,0.156739,0,0,64
S0,Motor_01,rotary,247,247.0,1.2195,4.266571,0.729029,0.270971,0.159987,0,0,63
S0,Motor_01,rotary,248,248.0,1.0984,4.343423,0.733201,0.266799,0.162663,0,0,62
S0,Motor_01,rotary,249,249.0,1.252,4.275413,0.738634,0.261366,0.166194,1,0,61
S0,Motor_01,rotary,250,250.0,1.118,4.06591,0.742981,0.257019,0.169056,0,0,60
S0,Motor_01,rotary,251,251.0,0.8217,4.171295,0.745334,0.254666,0.17062,0,0,59
S0,Motor_01,rotary,252,252.0,0.8121,4.216373,0.747637,0.252363,0.17216,0,0,58
S0,Motor_01,rotary,253,253.0,1.2365,4.32167,0.752981,0.247019,0.17577,0,0,57
S0,Motor_01,rotary,254,254.0,0.745,4.285822,0.754926,0.245074,0.177097,0,0,56
S0,Motor_01,rotary,255,255.0,1.0485,4.153543,0.758785,0.241215,0.17975,1,0,55
S0,Motor_01,rotary,256,256.0,0.9767,4.384635,0.76214,0.23786,0.182078,0,0,54
S0,Motor_01,rotary,257,257.0,0.7342,4.091882,0.76404,0.23596,0.183406,0,0,53
S0,Motor_01,rotary,258,258.0,1.0971,4.398627,0.768287,0.231713,0.186397,0,0,52
S0,Motor_01,rotary,259,259.0,1.0114,4.121719,0.771905,0.228095,0.188972,1,0,51
S0,Motor_01,rotary,260,260.0,1.2768,4.435745,0.777682,0.222318,0.193134,0,0,50
S0,Motor_01,rotary,261,261.0,1.1986,4.30764,0.78279,0.21721,0.196865,0,0,49
S0,Motor_01,rotary,262,262.0,0.7164,4.26803,0.78462,0.21538,0.198214,0,0,48
S0,Motor_01,rotary,263,263.0,1.1059,4.490929,0.788985,0.211015,0.201457,0,0,47
S0,Motor_01,rotary,264,264.0,1.3202,4.703277,0.795222,0.204778,0.206152,0,0,46
S0,Motor_01,rotary,265,265.0,0.9607,4.590619,0.798535,0.201465,0.208677,1,0,45
S0,Motor_01,rotary,266,266.0,1.39,4.680787,0.805485,0.194515,0.214041,1,0,44
S0,Motor_01,rotary,267,267.0,1.1664,4.653204,0.810398,0.189602,0.21789,0,0,43
S0,Motor_01,rotary,268,268.0,0.7808,4.40668,0.812606,0.187394,0.219634,0,0,42
S0,Motor_01,rotary,269,269.0,1.0639,4.417519,0.816709,0.183291,0.222902,0,0,41
S0,Motor_01,rotary,270,270.0,0.9609,4.594605,0.820063,0.179937,0.225598,0,0,40
S0,Motor_01,rotary,271,271.0,0.7866,4.586498,0.822316,0.177684,0.227421,1,0,39
S0,Motor_01,rotary,272,272.0,1.3158,4.757986,0.828626,0.171374,0.23258,0,0,38
S0,Motor_01,rotary,273,273.0,1.0888,4.792147,0.832961,0.167039,0.236172,0,0,37
S0,Motor_01,rotary,274,274.0,1.0088,4.753175,0.836692,0.163308,0.239292,0,0,36
S0,Motor_01,rotary,275,275.0,1.3706,4.89567,0.843593,0.156407,0.245137,0,0,35
S0,Motor_01,rotary,276,276.0,1.3927,4.991675,0.850744,0.149256,0.251295,1,0,34
S0,Motor_01,rotary,277,277.0,1.1803,4.880057,0.855901,0.144099,0.255801,1,0,33
